,Unnamed: 0,Unnamed: 0.1,Name_lap,Url,Name_clean,Price,Summary,CPU,RAM,Hardware,Card,Screen,lap_top_id,First_label
367,367,367,[Mới 100% Full Box] Laptop Acer Aspire 5 A515-56-54PK - Intel Core i5,moi-100-full-box-laptop-acer-aspire-5-a515-56-54pk-intel-core-i5/p5927.html,acer aspire 5 a515,17390000,Chip Intel đời 11 màn hình Full HD IPS Bảo hành 12 tháng chính hãng Acer ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,15.6 Inch Full HD,laptop_367,văn_phòng thời_trang
368,368,368,[Mới 100% Full Box] Macbook Pro 13 Late 2020 (MYD92SA/MYDC2SA) - Chip M1 8 Core - SSD 512GB - Chính hãng,moi-100-full-box-macbook-pro-13-late-2020-myd92samydc2sa-chip-m1-8-core-ssd-512gb-chinh-hang/p5920.html,macbook pro 13 late 2020 (myd92sa/mydc2sa),10000000,,Other,Other,Other,Other,Other,laptop_368,other
369,369,369,[Mới 100% Full Box] Macbook Pro 13 Late 2020 (MYD82SA/MYDA2SA) - Chip M1 8 Core - SSD 256GB - Chính hãng,moi-100-full-box-macbook-pro-13-late-2020-myd82samyda2sa-chip-m1-8-core-ssd-256gb-chinh-hang/p5919.html,macbook pro 13 late 2020 (myd82sa/myda2sa),10000000,,Other,Other,Other,Other,Other,laptop_369,other
370,370,370,[Mới 100% Full Box] Macbook Air 13 Late 2020 (MGN73SA/MGNA3SA/MGNE3SA) - Chip M1 8 Core - SSD 512GB - Chính hãng,moi-100-full-box-macbook-air-13-late-2020-mgn73samgna3samgne3sa-chip-m1-8-core-ssd-512gb-chinh-hang/p5912.html,macbook air 13 late 2020 (mgn73sa/mgna3sa/mgne3sa),10000000,,Other,Other,Other,Other,Other,laptop_370,other
371,371,371,[Mới 100% Full Box] Macbook Air 13 Late 2020 (MGN63SA/MGN93SA/MGND3SA) - Chip M1 8 Core - SSD 256GB - Chính hãng,moi-100-full-box-macbook-air-13-late-2020-mgn63samgn93samgnd3sa-chip-m1-8-core-ssd-256gb-chinh-hang/p5911.html,macbook air 13 late 2020 (mgn63sa/mgn93sa/mgnd3sa),10000000,,Other,Other,Other,Other,Other,laptop_371,other
372,372,372,[Mới 100% Full Box] Laptop Lenovo V15-IIL 82C500STVN - Intel Core i5,moi-100-full-box-laptop-lenovo-v15-iil-82c500stvn-intel-core-i5/p5910.html,lenovo v15,14390000,"Card rời MX330 2GB màn hình 15 6"" FHD Bảo hành 12 tháng chính hãng Lenovo ",Intel Core i5 1035G1,RAM 8GB DDR4,SSD 512GB NVMe,Card rời MX330 2GB GDDR5,15.6 Inch Full HD,laptop_372,văn_phòng cấu_hình tốt
373,373,373,[Mới 100% Full Box] Laptop Lenovo Yoga Duet 7 13IML05 82AS009BVN - Intel Core i7,moi-100-full-box-laptop-lenovo-yoga-duet-7-13iml05-82as009bvn-intel-core-i7/p5908.html,lenovo yoga duet 7 13iml05 82as009bvn,27690000, Màn hình 13 Inch 2k cảm ứng IPS 450 nit 100% sRGB  Bàn phím có thể tháo rời  Tặng kèm bút cảm ứng ,Intel Core i7 10510U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,13 Inch 2k touch,laptop_373,2 trong 1 mỏng nhẹ cao_cấp
374,374,374,[Mới 100% Full Box] Laptop Lenovo Yoga Duet 7 13IML05 82AS009AVN - Intel Core i5,moi-100-full-box-laptop-lenovo-yoga-duet-7-13iml05-82as009avn-intel-core-i5/p5907.html,lenovo yoga duet 7 13iml05 82as009avn,24990000, Màn hình 13 Inch 2k cảm ứng IPS 450 nit 100% sRGB  Bàn phím có thể tháo rời  Tặng kèm bút cảm ứng ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,13 Inch 2k touch,laptop_374,2 trong 1 mỏng nhẹ cao_cấp
375,375,375,[Mới 100% Full Box] Laptop Legion 5P 15IMH05H 82AW005QVN - Intel Core i7,moi-100-full-box-laptop-legion-5p-15imh05h-82aw005qvn-intel-core-i7/p5906.html,legion 5p 15imh05h 82aw005qvn,15000000,Cấu hình khỏe i7 10750H GTX 1660Ti 6GB LED phím RGB 4 vùng ,Intel Core i7 10750H,RAM 16GB DDR4,SSD 512GB NVMe,Card rời GTX 1660Ti 6GB,15.6 Inch Full HD 144Hz-100% sRGB,laptop_375,màn_hình 300 nits 144hz 100 % srgb - lý_tưởng cho cả game và đồ_họa
376,376,376,[Mới 100% Full Box] Laptop Legion 5P 15IMH05H 82AW005PVN - Intel Core i5,moi-100-full-box-laptop-legion-5p-15imh05h-82aw005pvn-intel-core-i5/p5905.html,legion 5p 15imh05h 82aw005pvn,26990000,Cấu hình khỏe i5 10300H GTX 1660Ti 6GB LED phím RGB 4 vùng ,Intel Core i5 10300H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1660Ti 6GB,15.6 Inch Full HD 144Hz-100% sRGB,laptop_376,màn_hình 300 nits 144hz 100 % srgb - lý_tưởng cho cả game và đồ_họa
377,377,377,[Mới 100% Full Box] Laptop Dell Gaming G5 15 5500 70228123 (phiên bản 2020) - Intel Core i7,moi-100-full-box-laptop-dell-gaming-g5-15-5500-70228123-phien-ban-2020-intel-core-i7/p5904.html,dell gaming g5 15 5500 70228123 (phiên bản 2020),34490000,Card rời RTX 2060 6GB Bảo hành chính hãng 12 tháng ,Intel Core i7 10750H,RAM 16GB DDR4,SSD 512GB NVMe,Card rời RTX 2060 6GB,15.6 Inch Full HD,laptop_377,gaming chính hãng
378,378,378,[Mới 100% Full Box] Laptop HP ProBook 455 G7 1A1A9PA - AMD Ryzen 5,moi-100-full-box-laptop-hp-probook-455-g7-1a1a9pa-amd-ryzen-5/p5897.html,hp probook 455 g7 1a1a9pa,15790000,Màn hình 15 6 Inch Full HD Bảo hành 12 tháng chính hãng HP ,AMD Ryzen 5 4500U,RAM 4GB DDR4,SSD 256GB NVMe,Card AMD Vega 6,15.6 Inch Full HD,laptop_378,văn_phòng mỏng nhẹ
379,379,379,[Mới 100% Full Box] Laptop Dell Vostro V3405 70227396 - AMD Ryzen 7,moi-100-full-box-laptop-dell-vostro-v3405-70227396-amd-ryzen-7/p5895.html,dell vostro v3405 70227396,15490000,Màn hình 14 Inch Full HD Bảo hành 12 tháng chính hãng Dell ,AMD Ryzen 7 3700U,RAM 8GB + 4GB DDR4 (quà tặng),SSD 512GB NVMe,Card AMD Vega 10,14 Inch Full HD,laptop_379,văn_phòng mỏng nhẹ cấu_hình tốt
380,380,380,[Mới 100% Full Box] Laptop Dell Inspiron N5490 70226488 - Intel Core i7,moi-100-full-box-laptop-dell-inspiron-n5490-70226488-intel-core-i7/p5894.html,dell inspiron n5490 70226488,15000000,Chip i7 đời 10 card rời Geforce MX230 2GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i7 10510U,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Geforce MX230 2GB,14 Inch Full HD,laptop_380,văn_phòng mỏng nhẹ cấu_hình cao
381,381,381,[Mới 100% Full Box] Laptop Asus ROG ZEPHYRUS S GX502LWS-HF070T - Intel Core i7,moi-100-full-box-laptop-asus-rog-zephyrus-s-gx502lws-hf070t-intel-core-i7/p5890.html,asus rog zephyrus s gx502lws,58990000,Card rời RTX 2070 Super 8GB Màn hình 300Hz-100% sRGB ,Intel Core i7 10875H,RAM 16GB DDR4,SSD 1TB NVMe,Card rời RTX 2070 Super 8GB,15.6 Inch Full HD 300Hz,laptop_381,gaming cao_cấp led rgb hầm_hố
382,382,382,[Mới 100% Full Box] Laptop HP Envy 13-ba1028TU 2K0B2PA - Intel Core i5,moi-100-full-box-laptop-hp-envy-13-ba1028tu-2k0b2pa-intel-core-i5/p5881.html,hp envy 13,22990000,Chip Intel i5 đời 11 màn hình Full HD Bảo hành 12 tháng chính hãng HP ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,13.3 Inch Full HD,laptop_382,văn_phòng sang_trọng nhỏ gọn
383,383,383,[Mới 100% Full Box] Laptop Asus Vivobook A14 A415EA-EB359T - Intel Core i3,moi-100-full-box-laptop-asus-vivobook-a14-a415ea-eb359t-intel-core-i3/p5878.html,asus vivobook a14 a415ea,12490000,Chip Intel đời 11 Màn hình full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_383,thời_trang mỏng nhẹ
384,384,384,[Mới 100% Full Box] Laptop DELL GAMING G7 G7500B - Intel Core i7,moi-100-full-box-laptop-dell-gaming-g7-g7500b-intel-core-i7/p5870.html,dell gaming g7 g7500b,38990000,Màn hình 144Hz Card rời GTX 1660Ti 6GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i7-10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GeForce GTX 1660Ti 6GB GDDR6,15.6 Inch Full HD 144Hz,laptop_384,gaming cấu_hình cao led rgb 4 vùng
385,385,385,[Mới 100% Full Box] Laptop DELL GAMING G7 G7500A - Intel Core i7,moi-100-full-box-laptop-dell-gaming-g7-g7500a-intel-core-i7/p5869.html,dell gaming g7 g7500a,41990000,Màn hình 144Hz Card rời RTX 2060 6GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i7-10750H,RAM 16GB (2x8GB) DDR4,SSD 512GB NVMe,Card rời GeForce RTX 2060 6GB GDDR6,15.6 Inch Full HD 144Hz,laptop_385,gaming cấu_hình cao led rgb 4 vùng
386,386,386,[Mới 100% Full Box] Laptop Dell Inspiron T7306A - Intel Core i7,moi-100-full-box-laptop-dell-inspiron-t7306a-intel-core-i7/p5868.html,dell inspiron t7306a,32990000,"Chip i7 đời 11 màn hình 13 3"" 4K cảm ứng Bảo hành 12 tháng chính hãng Dell ",Intel Core i7-1165G7,RAM 16GB LPDDR4x,SSD 512GB NVMe,Card Intel(R) Iris® Xe Graphics,13.3 Inch 4K cảm ứng,laptop_386,2 trong 1 cao_cấp
387,387,387,[Mới 100% Full Box] Laptop DELL Vostro V5502A - Intel Core i7,moi-100-full-box-laptop-dell-vostro-v5502a-intel-core-i7/p5867.html,dell vostro v5502a,25290000,Chip i7 đời 11 Card rời Nvidia MX330 2GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i7-1165G7,RAM 16GB DDR4,SSD 512GB NVMe,Card rời Nvidia MX330 2GB GDDR5,15.6 Inch Full HD,laptop_387,văn_phòng cấu_hình cao
388,388,388,[Mới 100% Full Box] Laptop DELL Vostro V5402A - Intel Core i5,moi-100-full-box-laptop-dell-vostro-v5402a-intel-core-i5/p5865.html,dell vostro v5402a,19290000,Chip i5 đời 11 Card rời Nvidia MX330 2GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i5-1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card rời Nvidia MX330 2GB GDDR5,14 Inch Full HD,laptop_388,văn_phòng cấu_hình cao
389,389,389,[Mới 100% Full Box] Laptop Asus TUF FX506LI-HN096T - Intel Core i7,moi-100-full-box-laptop-asus-tuf-fx506li-hn096t-intel-core-i7/p5860.html,asus tuf fx506li,24590000,Card rời GTX 1650Ti 4GB Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 10870H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GB,15.6 Inch Full HD 144Hz,laptop_389,màn_hình 144hz 72 % ntsc
390,390,390,[Mới 100% Full Box] Laptop Asus TUF FX506LI-HN039T - Intel Core i5,moi-100-full-box-laptop-asus-tuf-fx506li-hn039t-intel-core-i5/p5859.html,asus tuf fx506li,20990000,Card rời GTX 1650Ti 4GB Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 10300H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GB,15.6 Inch Full HD 144Hz,laptop_390,màn_hình 144hz 72 % ntsc
391,391,391,[Mới 100% Full Box] Laptop HP Envy 13 13-ba1030TU 2K0B6PA - Intel Core i7,moi-100-full-box-laptop-hp-envy-13-13-ba1030tu-2k0b6pa-intel-core-i7/p5852.html,hp envy 13 13,26990000,Chip i7 đời 11 màn hình Full HD Bảo hành 12 tháng chính hãng HP ,Intel Core i7 1165G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,13.3 Inch Full HD,laptop_391,văn_phòng mỏng nhẹ
392,392,392,[Mới 100% Full Box] Laptop HP Envy 13 13-ba1027TU 2K0B1PA - Intel Core i5,moi-100-full-box-laptop-hp-envy-13-13-ba1027tu-2k0b1pa-intel-core-i5/p5850.html,hp envy 13 13,21690000,Chip i5 đời 11 màn hình Full HD Bảo hành 12 tháng chính hãng HP ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel® Iris Xe Graphics,13.3 Inch Full HD,laptop_392,văn_phòng mỏng nhẹ
393,393,393,[Mới 100% Full Box] Laptop Asus Zenbook UX425EA-BM069T /  BM066T  - Intel Core i5,moi-100-full-box-laptop-asus-zenbook-ux425ea-bm069t-bm066t-intel-core-i5/p5849.html,asus zenbook ux425ea,21490000,Chip i5 đời 11 màn hình 100% sRGB Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 8GB LPDDR4,SSD 512GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_393,mỏng nhẹ cao_cấp
394,394,394,[Mới 100% Full Box] Laptop Lenovo ThinkBook 14s-IML 20RS004WVN - Intel Core i5,moi-100-full-box-laptop-lenovo-thinkbook-14s-iml-20rs004wvn-intel-core-i5/p5848.html,lenovo thinkbook 14s,15000000,Chip i5 đời 10 màn hình Full HD Bảo hành 12 tháng chính hãng Lenovo ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel HD 620,14 Inch Full HD,laptop_394,văn_phòng thinkbook
395,395,395,[Mới 100% Full Box] Laptop Asus Vivobook S14 S433EA-EB179T - Intel Core i7,moi-100-full-box-laptop-asus-vivobook-s14-s433ea-eb179t-intel-core-i7/p5846.html,asus vivobook s14 s433ea,22490000,Chip i7 đời 11 RAM 16 GB Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 1165G7,RAM 16GB DDR4,SSD 512 GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_395,thời_trang mỏng nhẹ vỏ kim_loại
396,396,396,[Mới 100% Full Box] Laptop MSI Modern 14 B11M-073VN - Intel Core i7,moi-100-full-box-laptop-msi-modern-14-b11m-073vn-intel-core-i7/p5844.html,msi modern 14 b11m,10000000,,Other,Other,Other,Other,Other,laptop_396,other
397,397,397,[Mới 100% Full Box] Laptop Dell Vostro 3405 V4R53500U003W - AMD Ryzen 5,moi-100-full-box-laptop-dell-vostro-3405-v4r53500u003w-amd-ryzen-5/p5825.html,dell vostro 3405 v4r53500u003w,14290000,Màn hình Full HD cấu hình tốt Bảo hành 12 tháng chính hãng ,AMD Ryzen 5 3500U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Radeon Vega 8,14 Inch Full HD,laptop_397,văn_phòng
398,398,398,[Mới 100% Full Box] Laptop Lenovo V15-IIL 82C500MNVN - Intel Core i3,moi-100-full-box-laptop-lenovo-v15-iil-82c500mnvn-intel-core-i3/p5817.html,lenovo v15,9290000,Chip đời 10 màn hình Full HD Bảo hành 12 tháng chính hãng Lenovo ,Intel Core i3 1005G1,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel HD 620,15.6 Inch Full HD,laptop_398,văn_phòng giá rẻ
399,399,399,[Mới 100% Full Box] Laptop MSI Prestige 15 A11SCX 209VN - Intel Core i7,moi-100-full-box-laptop-msi-prestige-15-a11scx-209vn-intel-core-i7/p5816.html,msi prestige 15 a11scx 209vn,33990000,Chip i7 đời 11 Màn hình 100% sRGB Bảo hành 24 tháng chính hãng MSI ,Intel Core i7 1185G7,RAM 8GBx2 DDR4,SSD 512GB NVMe,Card rời GTX 1650 MaxQ 4GB,15.6 Inch Full HD 100% sRGB,laptop_399,văn_phòng mỏng nhẹ cho creator
400,400,400,[Mới 100% Full Box] MacBook Pro 2020 13 inch (MWP42SA/ MWP72SA) - Core i5 2.4GHz - SSD 512GB,moi-100-full-box-macbook-pro-2020-13-inch-mwp42sa-mwp72saa-core-i5-2.4ghz-ssd-512gb/p5661.html,macbook pro 2020 13 inch (mwp42sa/ mwp72sa),10000000,,Other,Other,Other,Other,Other,laptop_400,other
401,401,401,[Mới 100% Full Box] Macbook Air 2020 13 inch (MVH22SA/MVH42SA/MVH52SA) - Core i5 1.1GHz - SSD 512GB - Chính hãng,moi-100-full-box-macbook-air-2020-13-inch-mvh22samvh42samvh52sa-core-i5-1.1ghz-ssd-512gb-chinh-hang/p5660.html,macbook air 2020 13 inch (mvh22sa/mvh42sa/mvh52sa),10000000,,Other,Other,Other,Other,Other,laptop_401,other
402,402,402,[Mới 100% Full Box] Laptop HP Envy X360 13-ay0069AU 171N3PA - AMD Ryzen 7,moi-100-full-box-laptop-hp-envy-x360-13-ay0069au-171n3pa-amd-ryzen-7/p5655.html,hp envy x360 13,26790000,Chip Ryzen 7 4700U màn hình Full HD Bảo hành chính hãng 12 tháng ,AMD Ryzen 7 4700U,RAM 8GB DDR4,SSD 256GB NVMe,Card AMD Vega 7,13.3 Inch Full HD Cảm ứng,laptop_402,2 trong 1 nhỏ gọn
403,403,403,[Mới 100% Full Box] Laptop HP Envy X360 13-ay0067AU 171N1PA - AMD Ryzen 5,moi-100-full-box-laptop-hp-envy-x360-13-ay0067au-171n1pa-amd-ryzen-5/p5654.html,hp envy x360 13,22790000,Chip Ryzen 5 4500U màn hình Full HD Bảo hành chính hãng 12 tháng ,AMD Ryzen 5 4500U,RAM 8GB DDR4,SSD 256GB NVMe,Card AMD Vega 6,13.3 Inch Full HD Cảm ứng,laptop_403,2 trong 1 nhỏ gọn
404,404,404,[Mới 100% Full Box] Laptop HP ZBook 15 G6 6CJ09AV - Intel Core i7,moi-100-full-box-laptop-hp-zbook-15-g6-6cj09av-intel-core-i7/p5653.html,hp zbook 15 g6 6cj09av,49990000,Chip i7 đời 9 Card rời Quadro T2000 Bảo hành chính hãng 12 tháng ,Intel Core i7 9850H,RAM 8GB DDR4,SSD 256GB NVMe,Card rời Nvidia Quadro T2000 4GB,15.6 Inch Full HD,laptop_404,máy trạm mỏng nhẹ cấu_hình cao
405,405,405,[Mới 100% Full Box] Laptop HP Zbook Firefly 14 G7 8VK71AV - Intel Core i7,moi-100-full-box-laptop-hp-zbook-firefly-14-g7-8vk71av-intel-core-i7/p5652.html,hp zbook firefly 14 g7 8vk71av,37990000,Bảo hành chính hãng 12 tháng ,Intel Core i7-10510U,RAM 16GB DDR4,SSD 512GB NVMe,Card rời Quadro P520 4GB,14 Inch Full HD,laptop_405,máy trạm mỏng nhẹ
406,406,406,[Mới 100% Full Box] Laptop HP Zbook Firefly 14 G7 8VK70AV - Intel Core i5,moi-100-full-box-laptop-hp-zbook-firefly-14-g7-8vk70av-intel-core-i5/p5651.html,hp zbook firefly 14 g7 8vk70av,31490000,Bảo hành chính hãng 12 tháng ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 256GB NVMe,Card rời Quadro P520 4GB,14 Inch Full HD,laptop_406,máy trạm mỏng nhẹ
407,407,407,[Mới 100% Full Box] Laptop HP Envy 13 - ba0047TU 171M8PA - Intel Core i7,moi-100-full-box-laptop-hp-envy-13-ba0047tu-171m8pa-intel-core-i7/p5650.html,hp envy 13,26490000,Chip i7 đời 10 màn hình Full HD Bảo hành chính hãng 12 tháng ,Intel Core i7 1065G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel® Iris® Plus,13.3 Inch Full HD,laptop_407,văn_phòng nhỏ gọn cấu_hình cao
408,408,408,[Mới 100% Full Box] Laptop Lenovo Legion 5P 15IMH05 82AY003FVN - Intel Core i7,moi-100-full-box-laptop-lenovo-legion-5p-15imh05-82ay003fvn-intel-core-i7/p5644.html,lenovo legion 5p 15imh05 82ay003fvn,15000000,Chip i7 đời 10 card GTX 1650Ti 8GDDR6 Bảo hành 24 tháng chính hãng Lenovo ,Intel Core i7 10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GDDR6,"15.6 Inch Full HD, 144Hz, 100% sRGB",laptop_408,gaming cấu_hình cao
409,409,409,[Mới 100% Full Box] Laptop Lenovo Legion 5P 15IMH05 82AY003EVN - Intel Core i5,moi-100-full-box-laptop-lenovo-legion-5p-15imh05-82ay003evn-intel-core-i5/p5643.html,lenovo legion 5p 15imh05 82ay003evn,15000000,Chip i5 đời 10 card GTX 1650Ti 8GDDR6 Bảo hành 24 tháng chính hãng Lenovo ,Intel Core i5 10300H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GDDR6,"15.6 Inch Full HD 144Hz, 100% sRGB",laptop_409,gaming cấu_hình cao
410,410,410,[Mới 100% Full Box] Laptop Lenovo Ideapad Gaming 3 82EY005UVN - AMD Ryzen 7,moi-100-full-box-laptop-lenovo-ideapad-gaming-3-82ey005uvn-amd-ryzen-7/p5639.html,lenovo ideapad gaming 3 82ey005uvn,20490000,Chip Ryzen 7 đời 4 Card rời GTX 1650 4GB Bảo hành 24 tháng chính hãng Lenovo ,AMD Ryzen 7 4800H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650 4GB,15.6 Inch Full HD,laptop_410,gaming giá rẻ
411,411,411,[Mới 100% Full Box] Laptop HP Pavilion Gaming 15-dk1072TX 1K3U9PA - Intel Core i5,moi-100-full-box-laptop-hp-pavilion-gaming-15-dk1072tx-1k3u9pa-intel-core-i5/p5611.html,hp pavilion gaming 15,21990000,Màn hình Full HD 144Hz Bảo hành 12 tháng chính hãng HP ,Intel Core i5 10300H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Nvidia GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_411,gaming cấu_hình cao
412,412,412,[Mới 100% Full Box] Laptop HP Pavilion Gaming 15-ec1056AX 1N1J6PA - AMD Ryzen 7,moi-100-full-box-laptop-hp-pavilion-gaming-15-ec1056ax-1n1j6pa-amd-ryzen-7/p5610.html,hp pavilion gaming 15,25990000,Màn hình Full HD 144Hz Bảo hành 12 tháng chính hãng HP ,AMD Ryzen 7 4800H,RAM 8GB DDR4 + 8GB DDR4 (Quà tặng),SSD 512GB NVMe,Card rời Nvidia GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_412,gaming cấu_hình cao
413,413,413,[Mới 100% Full Box] Laptop Lenovo IdeaPad 3 14ARE05 81W30058VN - AMD Ryzen 3,moi-100-full-box-laptop-lenovo-ideapad-3-14are05-81w30058vn-amd-ryzen-3/p5585.html,lenovo ideapad 3 14are05 81w30058vn,10990000,Chip Ryzen đời 4 chơi mượt LoL ,AMD Ryzen 3 4300U,RAM 4GB DDR4,SSD 512GB NVMe,Card AMD Vega 5,14 Inch Full HD,laptop_413,văn_phòng giá rẻ
414,414,414,[Mới 100% Full Box] Laptop Asus  ROG Strix G15 G512-IAL001T/011T - Intel Core i7,moi-100-full-box-laptop-asus-rog-strix-g15-g512-ial001t-ial011t-intel-core-i7.html,asus  rog strix g15 g512,25990000,Chip i7 đời 10 card rời GTX 1650Ti 4GB Bảo hành 24 tháng chính hãng Asus IAL001T - Màu đen IAL011T - Màu xanh nhạt ,Intel Core i7-10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GB,15.6 Inch Full HD 144Hz,laptop_414,gaming cao_cấp màn_hình 144hz
415,415,415,[Mới 100% Full Box] Laptop Asus ROG Strix G15 G531GT-HN554T - Intel Core i7,moi-100-full-box-laptop-asus-rog-strix-g15-g531gt-hn554t-intel-core-i7/p5577.html,asus rog strix g15 g531gt,22990000,Chip i7 đời 9 card rời GTX 1650 4GB Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 9750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_415,gaming cao_cấp màn_hình 144hz
416,416,416,[Mới 100% Full Box] Laptop Acer Nitro 5 2020 AN515-55-55E3 - Intel Core i5,moi-100-full-box-laptop-acer-nitro-5-2020-an515-55-55e3-intel-core-i5/p5576.html,acer nitro 5 2020 an515,27990000,Màn hình Full HD 144Hz Bảo hành chính hãng Acer Việt Nam ,Intel Core i5 10300H,RAM 16GB DDR4,SSD 512GB NVMe,Card rời RTX 2060 6GB,15.6 Inch Full HD 144Hz,laptop_416,gaming nitro 5 2020 cấu_hình mạnh_mẽ
417,417,417,[Mới 100% Full Box] Laptop Acer Nitro 5 2020 AN515-55-5923 - Intel Core i5,moi-100-full-box-laptop-acer-nitro-5-2020-an515-55-5923-intel-core-i5/p5575.html,acer nitro 5 2020 an515,15000000,Màn hình Full HD 144Hz Bảo hành chính hãng Acer Việt Nam THAM KHẢO NITRO 5 phiên bản AMD MẠNH - MÁT - KHỎE GIÁ TỐT HƠN: https://bit ly/2NlvfrV ,Intel Core i5 10300H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GB,15.6 Inch Full HD 144Hz,laptop_417,gaming nitro 5 2020 cấu_hình mạnh_mẽ
418,418,418,[Mới 100% Full Box] Laptop HP Pavilion Gaming 15-dk1075TX 1K3V0PA - Intel Core i7,moi-100-full-box-laptop-hp-pavilion-gaming-15-dk1075tx-1k3v0pa-intel-core-i7/p5567.html,hp pavilion gaming 15,27490000,Màn hình Full HD 144Hz Bảo hành 12 tháng chính hãng HP ,Intel Core i7 10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GB,15.6 Inch Full HD 144Hz,laptop_418,gaming cấu_hình cao
419,419,419,[Mới 100% Full Box] Laptop HP Pavilion Gaming 15-dk1074TX 1K3U8PA - Intel Core i7,moi-100-full-box-laptop-hp-pavilion-gaming-15-dk1074tx-1k3u8pa-intel-core-i7/p5566.html,hp pavilion gaming 15,24990000,Màn hình Full HD 144Hz Bảo hành 12 tháng chính hãng HP ,Intel Core i7 10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_419,gaming cấu_hình cao
420,420,420,[Mới 100% Full Box] Laptop Dell Inspiron 3593 70211826 / 70211828 - Intel Core i7,moi-100-full-box-laptop-dell-inspiron-3593-70211826-70211828-intel-core-i7/p5562.html,dell inspiron 3593 70211826 / 70211828,10000000,,Other,Other,Other,Other,Other,laptop_420,other
421,421,421,[Mới 100% Full Box] Laptop Asus ROG STRIX SCAR 15 G532L-VAZ044T - Intel Core i7,moi-100-full-box-laptop-asus-rog-strix-scar-15-g532l-vaz044t-intel-core-i7/p5456.html,asus rog strix scar 15 g532l,43990000,"6"" FHD 240Hz Chip i7 đời 10 card RTX 2060 6GB Bảo hành 24 tháng chính hãng Asus ",Intel Core i7 10875H,RAM 16GB DDR4 (2x8GB),SSD 1TB NVMe,Card rời RTX 2060 6GB,15.6 Inch Full HD 240Hz,laptop_421,gaming cao_cấp màn_hình 15
422,422,422,[Mới 100% Full Box] Laptop Asus M413IA-EK338T - AMD Ryzen 5,moi-100-full-box-laptop-asus-m413ia-ek338t-amd-ryzen-5/p5443.html,asus m413ia,15490000,Chip ryzen 5 4500U màn hình Full HD IPS Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 5 4500U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Vega 6,14 Inch Full HD,laptop_422,thời_trang mỏng nhẹ vỏ kim_loại
