,Unnamed: 0,Unnamed: 0.1,Name_lap,Url,Name_clean,Price,Summary,CPU,RAM,Hardware,Card,Screen,lap_top_id,First_label
120,120,120,[Mới 100% Full Box] Laptop Asus Vivobook S14 S433EA-EB100T/AM439T/EB101T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-s14-s433ea-eb100t-am439t-eb101t-intel-core-i5.html,asus vivobook s14 s433ea,10000000,,Other,Other,Other,Other,Other,laptop_120,other
121,121,121,[Mới 100% Full Box] Laptop Dell Inspiron G3 G3500A P89F002 (2020) - Intel Core i7,moi-100-full-box-laptop-dell-inspiron-g3-g3500a-p89f002-2020-intel-core-i7/p5766.html,dell inspiron g3 g3500a p89f002 (2020),25890000,6 Inch IPS 120Hz Card rời GTX 1650Ti 4GB Bảo hành 12 tháng chính hãng Dell ,Intel Core i7 10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GB,15.6 Inch Full HD 120Hz,laptop_121,màn_hình 15
122,122,122,[Mới 100% Full Box] Laptop Xiaomi Redmibook 16 - AMD Ryzen 7,moi-100-full-box-laptop-xiaomi-redmibook-16-amd-ryzen-7/p5746.html,xiaomi redmibook 16,18990000,1 Inch Full HD IPS 100% sRGB Chip Ryzen 7 đời 4 RAM 16GB Pin 46Wh ,AMD Ryzen 7 4700U,RAM 16GB DDR4,SSD 512GB,Card AMD Vega 7,16.1 Inch Full HD 100% sRGB,laptop_122,màn_hình 16
123,123,123,[Mới 100% Full Box] Laptop Xiaomi Redmibook 16 XMA2002- AN / AJ  - AMD Ryzen 5,moi-100-full-box-laptop-xiaomi-redmibook-16-amd-ryzen-5/p5745.html,xiaomi redmibook 16 xma2002,16490000,1 Inch Full HD IPS 100% sRGB Chip Ryzen 5 đời 4 RAM 8GB/16GB Pin 46Wh ,AMD Ryzen 5 4500U,RAM 8GB DDR4,SSD 512GB,Card AMD Vega 6,16.1 Inch Full HD 100% sRGB,laptop_123,màn_hình 16
124,124,124,[Mới 100% Full Box] Laptop Dell Inspiron 15 7501 X3MRY1 - Intel Core i7,moi-100-full-box-laptop-dell-inspiron-15-7501-x3mry1-intel-core-i7/p5670.html,dell inspiron 15 7501 x3mry1,28990000,Chip i7 10750H card rời GTX 1650Ti 4GB Bảo hành chính hãng 12 tháng ,Intel Core i7 10750H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời Nvidia GTX 1650Ti 4GB,15.6 Inch Full HD,laptop_124,gaming
125,125,125,[Mới 100% Full box] Laptop Asus TUF A15 FA506IH-AL018T - AMD Ryzen 5,moi-100-full-box-laptop-asus-tuf-a15-fa506ih-al018t-amd-ryzen-5/p5268.html,asus tuf a15 fa506ih,15000000,Card GTX 1650 4GB Bảo hành 24 tháng ,AMD Ryzen 5 4600H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_125,chính hãng cấu_hình mạnh_mẽ
126,126,126,[Mới 100% Full Box] Laptop HP 14s-cf0135TU 1V884PA - Intel Core i3,moi-100-full-box-laptop-hp-14s-cf0135tu-intel-core-i3/p5194.html,hp 14s,9690000,,Intel Core i3 8130U,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,14 Inch HD,laptop_126,ngoại_hình đẹp giá cực rẻ
127,127,127,[Mới 100% Full Box] Laptop HP Pavilion x360 14-dh1139TU - Intel Core i7,moi-100-full-box-laptop-hp-pavilion-x360-14-dh1139tu-intel-core-i7/p5076.html,hp pavilion x360 14,19690000, ,Intel Core i7 10510U,RAM 8GB,SSD 512GB,Intel UHD 620,14 Inch Full HD,laptop_127,2 trong 1 màn_hình cảm_ứng
128,128,128,[Mới 100% Full-Box] Laptop Asus Vivobook A512FA EJ1281T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-a512fa-ej1281t-intel-core-i5/p5051.html,asus vivobook a512fa ej1281t,15690000, ,Intel Core i5 10210U,RAM 8GB,SSD NVMe 512GB,Intel UHD 620,15.6 Inch Full HD,laptop_128,cao_cấp mỏng nhẹ bảo_hành 24 tháng
129,129,129,[Mới 99%] Laptop Lenovo ThinkPad T14 Gen 1 20UD000HUS - AMD Ryzen 5,moi-99-laptop-lenovo-thinkpad-t14-gen-1-20ud000hus-amd-ryzen-5.html,lenovo thinkpad t14 gen 1 20ud000hus,22990000, Chip AMD R5 Pro 4650U 6 nhân 12 luồng mạnh mẽ đáp ứng tốt mọi nhu cầu từ cơ bản tới đồ họa gaming ,AMD Ryzen 5 Pro 4650U,RAM 8GB DDR4,SSD 256GB NVMe,Card AMD Radeon Vega 6,14 Inch Full HD,laptop_129,xách tay t14 bền_bỉ gõ siêu sướng
130,130,130,[Mới 100% Full Box] Laptop Acer Nitro 5 2021 AN515-56-51N4 - Intel Core i5,moi-100-full-box-laptop-acer-nitro-5-2021-an515-56-51n4-intel-core-i5.html,acer nitro 5 2021 an515,23990000,Màn hình Full HD 144Hz IPS LED RGB 4 vùng cool ngầu Bảo hành chính hãng Acer Việt Nam 12 tháng ,Intel Core i5 11300H,RAM 16GB DDR4 (8GB sẵn + 8GB quà tặng),SSD 512GB NVMe,Card Nvidia GTX 1650 4GB,15.6 Inch Full HD 144Hz,laptop_130,gaming nitro 5 2021 cấu_hình mạnh_mẽ
131,131,131,[Mới 99% Refurbished] Lenovo IdeaPad 3 15IIL05-81WE00EPUS - Intel Core i5,moi-99-refurbished-lenovo-ideapad-3-15iil05-81we00epus-intel-core-i5.html,lenovo ideapad 3 15iil05,13290000, Sẵn SSd NVMe màn hình 15 inch lớn đáp ứng mọi nhu cầu làm việc giải trí ,Intel Core i5 1035G4,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,15.6 Inch Full HD,laptop_131,xách tay thời_trang mỏng nhẹ cấu_hình cao chip i5 đời 10
132,132,132,[Mới 100% Full Box] Laptop Lenovo ThinkBook 14 G2 ITL 20VD009BVN - Intel Core i5,moi-100-full-box-laptop-lenovo-thinkbook-14-g2-itl-20vd009bvn-intel-core-i5.html,lenovo thinkbook 14 g2 itl 20vd009bvn,16290000, Bền bỉ chắc chắn ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_132,thinkbook chip đời 11 hiệu_năng đồ_họa mạnh_mẽ đáp_ứng mọi nhu_cầu thiết_kế đồ_họa 2d edit video chỉnh_sửa ảnh game nhẹ
133,133,133,[Mới 100% Full Box] Lenovo ThinkBook 14 G2 ITL 20VD004BVN - Intel Core i5,moi-100-full-box-lenovo-thinkbook-14-g2-itl-20vd004bvn-intel-core-i5.html,lenovo thinkbook 14 g2 itl 20vd004bvn,15790000, Bền bỉ chắc chắn ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel® Iris Xe Graphics,14 Inch Full HD,laptop_133,thinkbook chip đời 11 hiệu_năng đồ_họa mạnh_mẽ đáp_ứng mọi nhu_cầu thiết_kế đồ_họa 2d edit video chỉnh_sửa ảnh game nhẹ
134,134,134,[Mới 100% Full Box] Laptop Lenovo Ideapad 5 14ITL05 82FE00BFVN - Intel Core i5,moi-100-full-box-laptop-lenovo-ideapad-5-14itl05-82fe00bfvn-intel-core-i5.html,lenovo ideapad 5 14itl05 82fe00bfvn,16290000, Bền bỉ chắc chắn ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel Iris Xe Graphics,14 Inch Full HD,laptop_134,chip đời cao hiệu_năng đồ_họa mạnh_mẽ đáp_ứng mọi nhu_cầu làm_việc thiết_kế đồ_họa 2d edit video chỉnh_sửa ảnh game nhẹ
135,135,135,[Mới 99%] Surface Pro X Black (kèm phím + bút + 4G LTE) - Microsoft SQ1,moi-99-surface-pro-x-black-kem-phim-but-4g-lte-microsoft-sq1.html,surface pro x black (kèm phím + bút + 4g lte),32990000, Nhỏ gọn tiện di chuyển cấu hình tốt  Chip Microsoft SQ1 3GHz màn hình 2K cảm ứng ,Microsoft SQ1 3GHz,RAM 8GB,SSD 128GB,Card Qualcomm Adreno 685,13 Inch Touch (2880 x 1920),laptop_135,2 trong 1 kèm bút tách rời được bàn_phím
136,136,136,[Mới 100% Full box] Laptop LG Gram 2020 17Z90N-V.AH75A5 - Hàng chính hãng,moi-100-full-box-laptop-lg-gram-2020-17z90n-v.ah75a5-hang-chinh-hang/p5128.html,lg gram 2020 17z90n,33990000,,Intel Core i7 - 1065G7,RAM 8GB DDR4,SSD 512GB NVMe,Card onboard Intel® Iris® Plus,17 Inch 2K,laptop_136,✔ windows 10 plus bản_quyền
137,137,137,[Mới 100% Full Box] Laptop Dell Inspiron G3 15 3500 70223130 - Intel Core i5,moi-100-full-box-laptop-dell-inspiron-g3-15-3500-70223130-intel-core-i5/p5760.html,dell inspiron g3 15 3500 70223130,21290000,6 Inch Card rời GTX 1650 4GB Bảo hành 12 tháng chính hãng Dell Việt Nam ,Intel Core i5 10300H,RAM 8GB DDR4,SSD 256GB NVMe + HDD 1TB,Card rời GTX 1650 4GB,15.6 Inch Full HD 120Hz,laptop_137,màn_hình 15
138,138,138,[Mới 100% Full Box] Laptop Asus TUF A15 FA506II-AL012T - AMD Ryzen 5,moi-100-full-box-laptop-asus-tuf-a15-fa506ii-al012t-amd-ryzen-5/p5193.html,asus tuf a15 fa506ii,20990000,Màn hình 156 Inch Full HD 144Hz ,AMD Ryzen 5 4600H,RAM 8GB DDR4,SSD 512GB NVMe,Card rời GTX 1650Ti 4GB DDR6,15.6 Inch Full HD 144Hz,laptop_138,gaming chip ryzen đời 4 card gtx 1650ti
139,139,139,[Mới 100% Full Box] Laptop Asus Vivobook A15 A515EA-BQ498T - Intel Core i5,moi-100-full-box-laptop-asus-vivobook-a15-a515ea-bq498t-intel-core-i5/p5880.html,asus vivobook a15 a515ea,16990000,Màn hình 15 6 Inch full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel Iris Xe Graphics,15.6 Inch Full HD,laptop_139,chip intel i5 đời 11
140,140,140,[Mới 99% Refurbished] Laptop HP 14-dk1025wm 1A491UA - AMD Ryzen 3,moi-99-refurbished-laptop-hp-14-dk1025wm-1a491ua-amd-ryzen-3/p5962.html,hp 14,15000000, Chip AMD hiệu năng mạnh mẽ chiến game đồ họa nhẹ mượt mà  Bảo hành 12 tháng ,AMD Ryzen 3 3250U,RAM 4GB DDR4,SSD 120GB (*),Card AMD Vega 3,14 Inch HD,laptop_140,văn_phòng mỏng nhẹ giá rẻ thiết_kế đẹp
141,141,141,[Mới 99%] Surface Pro 7 Platinum/Black (kèm phím) - Intel Core i5,moi-99-surface-pro-7-platinum-black-kem-phim-intel-core-i5.html,surface pro 7 platinum/black (kèm phím),22490000, Nhỏ gọn tiện di chuyển cấu hình tốt  Chip i5 đời 10 màn hình 2K cảm ứng ,Intel Core i5 1035G4,RAM 8GB,SSD 128GB,Card Intel Iris Plus G4,12.3 Inch 2K Touch,laptop_141,2 trong 1 tách rời được bàn_phím
142,142,142,[Mới 99%] Surface Laptop 3 Platinum/Black/Blue/Sand Stone - Intel Core i5,moi-99-surface-laptop-3-platinum-black-blue-sand-stone-intel-core-i5.html,surface 3 platinum/black/blue/sand stone,25990000, Chip i5 đời 10 màn hình 2K cảm ứng ,Intel Core i5 Gen10,RAM 8GB,SSD 128GB,Card Intel Iris Plus G7,13.5 Inch 2K Touch,laptop_142,văn_phòng mỏng nhẹ nhỏ gọn tiện di_chuyển cấu_hình tốt
143,143,143,[Mới 99%] Surface Laptop Go Platinum/Gold - Intel Core i5,moi-99-surface-laptop-go-platinum-gold-intel-core-i5.html,surface go platinum/gold,21990000, Chip i5 đời 10 màn hình Full HD+ cảm ứng ,Intel Core i5 1035G1,RAM 8GB,SSD 128GB,Card Intel UHD G1,12.4 Inch Full HD+ Touch,laptop_143,văn_phòng mỏng nhẹ nhỏ gọn tiện di_chuyển cấu_hình tốt
144,144,144,[Mới 100% Full Box] Laptop Lenovo IdeaPad 3 15ADA0581W100USVN - AMD Ryzen 3,moi-100-full-box-laptop-lenovo-ideapad-3-15ada0581w100usvn-amd-ryzen-3.html,lenovo ideapad 3 15ada0581w100usvn,9590000,Màn hình 15 6 Inch Full HD Bảo hành 24 tháng chính hãng Lenovo ,AMD Ryzen 3 3250U,RAM 4GB DDR4,SSD 256GB NVMe,Card AMD Vega 3,15.6 Inch Full HD,laptop_144,văn_phòng giá rẻ
145,145,145,[Mới 100% Full Box] Laptop Asus Zenbook UM425UA-AM501T - AMD Ryzen 5,moi-100-full-box-laptop-asus-zenbook-um425ua-am501t-amd-ryzen-5.html,asus zenbook um425ua,19990000,Màn hình 100% sRGB - 400 nit Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 5 5500U,RAM 8GB LPDDR4,SSD 512GB NVMe,Card AMD Vega 7,14 Inch Full HD 72% NTSC,laptop_145,văn_phòng mỏng nhẹ cao_cấp
146,146,146,[Mới 100% Full Box] Laptop Lenovo Legion S7 15IMH5 82BC005YVN - Intel Core i7,moi-100-full-box-laptop-lenovo-legion-s7-15imh5-82bc005yvn-intel-core-i7.html,lenovo legion s7 15imh5 82bc005yvn,38990000, Chip i7 đời 10 card rời GTX 1660Ti MaxQ 6GB màn hình 144Hz 100% sRGB bạn phím LED RBG  ,Intel Core i7 10750H,RAM 16GB DDR4,SSD 512GB NVMe,Card rời GTX 1660Ti MaxQ 6GB,15.6 Inch Full HD 144Hz 100% sRGB,laptop_146,gaming mỏng nhẹ cấu_hình cao phù_hợp cả chơi game và thiết_kế đồ_họa
147,147,147,[Mới 100% Full Box] Laptop Lenovo IdeaPad 3 14ITL6 82H7003UVN - Intel Core i5,moi-100-full-box-laptop-lenovo-ideapad-3-14itl6-82h7003uvn-intel-core-i5.html,lenovo ideapad 3 14itl6 82h7003uvn,16690000,Chip Intel đời 11 màn hình Full HD Bảo hành 24 tháng chính hãng Lenovo ,Intel Core i5 1135G7,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel Iris Xe Graphics,14 Inch Full HD,laptop_147,văn_phòng mỏng nhẹ bền cấu_hình tốt
148,148,148,[Mới 100% Full Box] Laptop Lenovo IdeaPad 3 14ITL6 82H700DNVN - Intel Core i3,moi-100-full-box-laptop-lenovo-ideapad-3-14itl6-82h700dnvn-intel-core-i3.html,lenovo ideapad 3 14itl6 82h700dnvn,13290000,Chip Intel đời 11 màn hình Full HD Bảo hành 24 tháng chính hãng Lenovo ,Intel Core i3 1115G4,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_148,văn_phòng mỏng nhẹ bền cấu_hình tốt
149,149,149,[Mới 99%] Macbook Pro 2020 16 inch - Core i7  2.6Ghz - 6 Core (MVVJ2/MVVL2) ,moi-99-macbook-pro-2020-16-inch-core-i7-2.6ghz-256gb-mvvj2-mvvl2.html,macbook pro 2020 16 inch,10000000,,Other,Other,Other,Other,Other,laptop_149,other
150,150,150,[Mới 99%] Macbook Pro 2020 13 inch - Core i5 1.4Ghz 256GB (MXK32/MXK62),moi-99-macbook-pro-2020-13-inch-core-i5-1.4ghz-256gb-mxk32-mxk62.html,macbook pro 2020 13 inch,10000000,,Other,Other,Other,Other,Other,laptop_150,other
151,151,151,[Mới 99%] Macbook Air 2020 13 inch - Core i3 1.1GHz 256GB (MWTJ2/MWTK2/MWTL2),moi-99-macbook-air-2020-13-inch-core-i3-1.1ghz-256gb-mwtj2-mwtk2-mwtl2.html,macbook air 2020 13 inch,10000000,,Other,Other,Other,Other,Other,laptop_151,other
152,152,152,[Mới 99% Refurbished] Laptop Acer Aspire 3 A315-56-594W - Intel Core i5,moi-99-refurbished-laptop-acer-aspire-3-a315-56-594w-intel-core-i5.html,acer aspire 3 a315,12490000,Chip i5 đời 10 màn hình Full HD Bảo hành 12 tháng ,Intel Core i5 1035G4,RAM 8GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,15.6 Inch Full HD,laptop_152,văn_phòng mỏng nhẹ giá rẻ
153,153,153,[Mới 100% Full Box] Laptop Asus M513IA-EJ283T - AMD Ryzen 7,moi-100-full-box-laptop-asus-m513ia-ej283t-amd-ryzen-7.html,asus m513ia,17390000,Chip ryzen 7 4700U màn hình Full HD IPS Bảo hành 24 tháng chính hãng Asus ,AMD Ryzen 7 4700U,RAM 8GB DDR4,SSD 512GB NVMe,Card AMD Vega 8,15.6 Inch Full HD,laptop_153,thời_trang mỏng nhẹ vỏ kim_loại
154,154,154,[Mới 100% Full Box] Laptop HP Pavilion 15-eg0007TU 2D9K4PA / eg0008TU 2D9K5PA - Intel Core i3,moi-100-full-box-laptop-hp-pavilion-15-eg0007tu-2d9k4pa-eg0008tu-2d9k5pa-intel-core-i3.html,hp pavilion 15,13690000,Chip Intel đời 11 màn hình Full HD Bảo hành 12 tháng chính hãng HP ,Intel Core i3 1115G4,RAM 4GB DDR4,SSD 256GB NVMe,Card Intel UHD Graphics,15.6 Inch Full HD,laptop_154,văn_phòng mỏng nhẹ sang_trọng
155,155,155,[Mới 100% Full Box] Laptop MSI Modern 14 B4M 290VN - AMD Ryzen 3,moi-100-full-box-laptop-msi-modern-14-b4m-290vn-amd-ryzen-3.html,msi modern 14 b4m 290vn,13990000,,AMD Ryzen 3 4300U,RAM 8GB DDR4,SSD 256GB NVMe,Card AMD Vega 5,14 Inch Full HD,laptop_155,văn_phòng mỏng nhẹ sang_trọng hiện_đại cấu_hình tốt
156,156,156,[Mới 100% Full Box] Laptop Asus Zenbook Flip Q507IQ-202BL - AMD Ryzen 7,moi-100-full-box-laptop-asus-zenbook-flip-q507iq-202bl-amd-ryzen-7.html,asus zenbook flip q507iq,22990000,Card rời Geforce MX350 2GB màn hình Full HD cảm ứng ,AMD Ryzen 7 4700U,RAM 8GB LPDDR4,SSD 256GB NVMe,Card rời Geforce MX350 2GB,15.6 Inch Full HD Cảm ứng,laptop_156,2 in 1 cao_cấp mỏng nhẹ sang_trọng
157,157,157,[Mới 100% Full Box] Laptop Asus ExpertBook P2451FA-EK1622 - Intel Core i7,moi-100-full-box-laptop-asus-expertbook-p2451fa-ek1622-intel-core-i7.html,asus expertbook p2451fa,19990000,Chip i7 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i7 10510U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_157,doanh_nhân mỏng nhẹ bền_bỉ
158,158,158,[Mới 100% Full Box] Laptop Asus ExpertBook P2451FA-EK1621 - Intel Core i5,moi-100-full-box-laptop-asus-expertbook-p2451fa-ek1621-intel-core-i5.html,asus expertbook p2451fa,16490000,Chip i5 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 256GB NVMe + HDD 1TB,Card Intel UHD Graphics,14 Inch Full HD,laptop_158,doanh_nhân mỏng nhẹ bền_bỉ
159,159,159,[Mới 100% Full Box] Laptop Asus ExpertBook P2451FA-EK1620T - Intel Core i5,moi-100-full-box-laptop-asus-expertbook-p2451fa-ek1620t-intel-core-i5.html,asus expertbook p2451fa,16790000,Chip i5 đời 10 màn hình Full HD Bảo hành 24 tháng chính hãng Asus ,Intel Core i5 10210U,RAM 8GB DDR4,SSD 512GB NVMe,Card Intel UHD Graphics,14 Inch Full HD,laptop_159,doanh_nhân mỏng nhẹ bền_bỉ
160,160,160,Laptop Cũ Dell Latitude E7250 - Intel Core i5 ,laptop-dell-latitude-e7250-core-i5/p3817.html,cũ dell latitude e7250,7100000, Cấu hình quá đủ để đáp ứng mọi nhu cầu làm việc học tập ,Intel Core i5 - 5200U,4 GB,SSD 120 GB,Intel HD Graphics 5500,12.5 Inch HD,laptop_160,siêu mỏng nhẹ nhỏ gọn sang_trọng chuẩn doanh_nhân
161,161,161,Laptop Cũ Dell Latitude 3340 - Intel Core i3,laptop-cu-dell-latitude-3340-intel-core-i3/p2383.html,cũ dell latitude 3340,5400000, Giá siêu rẻ cho học sinh sinh viên mua cho con cái học tập bán hàng online tại nhà ,Intel Core i3 - 4005U,RAM 4GB DDR3,SSD 120GB,Card onboard Intel HD 4400,13.3 Inch HD,laptop_161,lapotp nhỏ gọn siêu bền_bỉ chắc_chắn pin trâu
162,162,162,Laptop Cũ Dell Latitude 6430u - Intel Core i7,laptop-cu-dell-latitude-6430u-intel-core-i7.html,cũ dell latitude 6430u,7400000, sẵn SSD ,Intel Core i7 3667U,RAM 4GB DDR3,SSD 120GB,Card Intel HD 4000,14 inch HD,laptop_162,giá siêu rẻ siêu bền_bỉ
163,163,163,Laptop Cũ Nec VK22TG - Intel Core i7 (thương hiệu Nhật Bản),laptop-cu-nec-vk22tg-intel-core-i7-thuong-hieu-nhat-ban.html,cũ nec vk22tg,8500000, Cấu hình ổn định mượt mà sẵn SSD  Giá siêu hời so với hiệu năng sử dụng ,Intel Core i7 - 5500u,RAM 8GB LPDDR3,SSD 120GB,Card Intel HD Graphics,13.3 Inch 2K,laptop_163,nec thương_hiệu nhật bản siêu nhẹ cực bền màn 2k sáng nét
164,164,164,Laptop Cũ Nec VK17TG / VK22TG  - Intel Core i5 (thương hiệu Nhật Bản),laptop-cu-nec-vk17tg-vk22tg-intel-core-i5-thuong-hieu-nhat-ban.html,cũ nec vk17tg / vk22tg,6600000, Cấu hình ổn định mượt mà sẵn SSD  Giá siêu hời so với hiệu năng sử dụng ,Intel Core i5 4200u,RAM 4GB LPDDR3,SSD 128GB,Card Intel HD Graphics,13.3 Inch 2K,laptop_164,nec thương_hiệu nhật bản siêu nhẹ cực bền màn 2k sáng nét
165,165,165,Laptop Cũ Dell Latitude E6430 ATG - Intel Core i5,laptop-cu-dell-latitude-e6430-atg-intel-core-i5.html,cũ dell latitude e6430 atg,5500000, Vỏ kim loại chịu lực tốt chuẩn quân sự Mỹ Sẵn SSD chạy mượt các ứng dụng văn phòng học tập  ,Intel Core i5 3320M,RAM 4GB,SSD 120GB,Card onboard Intel HD 4000,14 Inch HD,laptop_165,siêu bền_bỉ giá rẻ
166,166,166,Laptop Cũ Lenovo Thinkpad X1 Carbon Gen 4 - Intel Core i7,laptop-cu-lenovo-thinkpad-x1-carbon-gen-4-intel-core-i7/p4577.html,cũ lenovo thinkpad x1 carbon gen 4,15500000, Màn 14 icnh đủ đáp ứng nhu cầu làm việc gải trí cấu hình cao làm mượt nhiều tác vụ code Photoshop render video ,Intel Core i7 6600U,8GB DDR3,SSD 256GB,Intel HD Graphics 520,14 Inch 2K,laptop_166,siêu bền
167,167,167,Laptop cũ Dell Latitude E5550 - Intel Core i5,laptop-dell-latitude-e5550-intel-core-i5-5300u-ram-4gb-ssd-120gb-intel-hd-graphics-5500-15.6-inch-hd/p3992.html,cũ dell latitude e5550,8700000, Cấu hình ổn định giá cực tốt ,Intel Core i5 - 5200U,4GB DDR3,SSD 120GB,Intel HD Graphics 5500,15.6 Inch HD,laptop_167,15 inch bền_bỉ chắc_chắn
168,168,168,Laptop Dell Latitude E5570 - Intel Core i5,laptop-dell-latitude-e5570-intel-core-i5.html,dell latitude e5570,10300000, Phù hợp với lập trình viên người làm đồ họa 2D Ps ,Intel Core i5 - 6200U,8GB DDR4,SSD 240 GB,Intel HD Graphics 520,15.6 Inch HD,laptop_168,cấu_hình cao có option card rời gọn_nhẹ sang_trọng bền_bỉ
169,169,169,Laptop Cũ Lenovo Thinkpad L540 - Intel Core i5,laptop-lenovo-thinkpad-l540-core-i5/p2543.html,cũ lenovo thinkpad l540,7200000, Màn to tiện làm việc  Bàn phím gõ sướng cấu hình ổn  Giá rẻ bảo hành 12 tháng ,Intel Core i5 4200M,RAM 4GB,SSD 120GB,Card onboard Intel HD 4600,15.6 Inch HD,laptop_169,siêu bền
170,170,170,[Mới 99% Refurbished] Laptop HP 14-dk1025wm 1A491UA - AMD Ryzen 3,moi-99-refurbished-laptop-hp-14-dk1025wm-1a491ua-amd-ryzen-3/p5962.html,hp 14,15000000, Chip AMD hiệu năng mạnh mẽ chiến game đồ họa nhẹ mượt mà  Bảo hành 12 tháng ,AMD Ryzen 3 3250U,RAM 4GB DDR4,SSD 120GB (*),Card AMD Vega 3,14 Inch HD,laptop_170,văn_phòng mỏng nhẹ giá rẻ thiết_kế đẹp
171,171,171,Laptop Cũ Lenovo K2450 - Intel Core i5,laptop-cu-lenovo-k2450-intel-core-i5/p5932.html,cũ lenovo k2450,5990000,,Intel Core i5 4200U,RAM 4GB DDR3L,SSD 120GB,Card Intel HD 4400 Graphics,12.5 inch HD,laptop_171,văn_phòng giá rẻ siêu bền siêu nhẹ cấu_hình ổn_định
172,172,172,Laptop Cũ Lenovo Thinkpad T495 - AMD Ryzen 7,laptop-cu-lenovo-thinkpad-t495-amd-ryzen-7/p5909.html,cũ lenovo thinkpad t495,20900000,Chip Ryzen 7 RAM 16 GB SSD 256GB màn hình Full HD ,AMD Ryzen 7 3700U,RAM 16GB,SSD 256GB,Card AMD Radeon Vega 10,14 Inch Full HD,laptop_172,doanh_nhân cao_cấp cấu_hình tốt
173,173,173,Laptop Cũ Panasonic CF-SX1 - Intel Core i5,laptop-cu-panasonic-cf-sx1-intel-core-i5/p5886.html,cũ panasonic cf,15000000,,Intel Core i5 2520M,RAM 4GB DDR3,SSD 120GB,Card Intel HD Graphics 3000,12 inch HD+,laptop_173,cũ siêu bền siêu nhẹ giá rẻ thương_hiệu nhật panasonic
174,174,174,Laptop Cũ Toshiba Dynabook R734 - Intel Core i5,laptop-cu-toshiba-dynabook-r734-intel-core-i5/p5304.html,cũ toshiba dynabook r734,5300000, Siêu Bền siêu Mượt giá rẻ nhất ,Intel Core i5 4200M,RAM 4GB,SSD 120GB,Card Intel HD Graphics,13.3 Inch HD,laptop_174,văn_phòng giá rẻ
175,175,175,Laptop Cũ Dell Latitude 3350 - Intel Core i5,laptop-cu-dell-latitude-3350-intel-core-i5/p5282.html,cũ dell latitude 3350,6800000, Bảo hành 12 tháng ,Intel Core i5 5200U,RAM 4GB DDR3,SSD 120GB,Card onboard Intel HD 5500,13.3 Inch HD,laptop_175,nhỏ gọn siêu bền_bỉ chắc_chắn pin trâu cấu_hình cao trong tầm giá rẻ
176,176,176,Laptop cũ Dell XPS 13 9350 - Intel Core i5,laptop-dell-xps-9350-intel-core-i5/p5006.html,cũ dell xps 13 9350,14990000, Thời thượng bền bỉ cấu hình cao  Sẵn RAM 8GB SSD 256GB  Màn 3K sang trọng BH 12 tháng ,Intel Core i5 6200U,RAM 8GB,SSD 256GB,Intel HD 520,13.3 Inch Full HD,laptop_176,cao_cấp giá cực hot
177,177,177,Laptop Cũ HP Elitebook 820 G2 - Intel Core i5,laptop-cu-hp-elitebook-820-g2-intel-core-i5/p4924.html,cũ hp elitebook 820 g2,6900000, Màu đen cao cấp sang trọng  Bền bỉ chắc chắn hiệu năng cực ổn định mượt mà ,Intel Core i5 5200U,RAM 4GB,SSD 120GB,Intel HD 5500,12.5 Inch Full HD,laptop_177,siêu gọn_nhẹ bỏ vừa cốp xe ga
178,178,178,Laptop Cũ HP Elitebook 820 G3 - Intel Core i7,laptop-cu-hp-elitebook-820-g3-intel-core-i7/p4824.html,cũ hp elitebook 820 g3,9200000, Màn hình 12 inch nhỏ gọn vỏ bạc sang trọng ,Intel Core i7 6500U,8GB DDR4,SSD 240GB,Intel HD Graphics 520,12.5 Inch HD,laptop_178,văn_phòng mỏng nhẹ cấu_hình cao_giá cực tốt
